WO,FASE,ARTICOLO,Descrizione Articolo,ID DAD,C.d.L. Prev,Descrizione Centro di Lavoro previsto,C.d.L. Effett,Cod CIC,Descrizione Macchina,Scarti Materiale,Scarti Lavoraz.,Pezzi Ripassati,Pezzi da Avanzare,Pezzi Mancanti,Tot pezzi Contegg.,Qta totale su AS/400,Qta opera su AS/400,Tempo Attrezz. ORE,Tempo Lavoraz. ORE,Durata Soste Ore,Buon Tempo Ciclo ORE,Tempo Macc AS400 ORE,Tempo Attr AS400 ORE,Data_Ora_Fine,Tempo_Teorico_TOT_ORE,Indice_Inefficienza
25001468,22044,1204120111.0,PC A40-50/O-P63/P71 A10A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,34.0,0,34.0,40.0,0.0,1.56,0.78,0.0,0.0228333333333333,0.35,1.02,2025-05-29 15:25:01,0.7763333333333333,1.004723057106054
25004087,14019,1204120111.0,PC A40-50/O-P63/P71 A10A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,94.0,7,94.0,100.0,0.0,0.29,0.63,0.0,0.0066666666666666,0.59,1.02,2025-05-29 19:39:08,0.6266666666666667,1.00531914893617
24030142,16017,1089990331.0,PC GM3000 A13 *15X30 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,697.0,0,697.0,700.0,0.0,0.0,2.7,0.14,0.0036666666666666,16.8,1.02,2025-05-30 07:58:54,2.5556666666666668,1.0564758053997652
25000979,14019,1204240181.0,PC A50-60/O-P71/P90 A18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,853.0,0,853.0,1.0,0.0,0.44,3.46,0.0,0.004,22.16,1.02,2025-05-30 21:20:07,3.412,1.0140679953106682
25008488,20044,1089930561.0,PS EX10 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,407.0,8,407.0,414.0,0.0,1.42,19.9,0.05,0.0486666666666666,15.87,1.02,2025-06-04 13:53:48,19.80733333333333,1.004678401938676
25003637,14019,1204360111.0,PC A60-80/O-P90/P112 A12A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,97.0,0,97.0,100.0,0.0,0.0,0.88,0.31,0.0058333333333333,1.08,1.01,2025-06-04 16:20:33,0.5658333333333333,1.5552282768777614
25007431,16019,1203063091.0,PC A41 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,242.0,1,242.0,242.0,0.0,1.84,1.19,0.19,0.004,1.94,1.02,2025-06-04 20:30:31,0.968,1.2293388429752066
25001989,14017,1200100191.0,PC 63AP18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,156.0,1,156.0,150.0,0.0,0.24,0.78,0.2,0.0036666666666666,1.05,1.02,2025-06-04 23:18:46,0.572,1.3636363636363638
25011747,14019,1204000131.0,PC A40 A13 3C,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,83.0,0,83.0,90.0,0.0,0.0,0.3,0.0,0.0036666666666666,0.9,1.01,2025-06-05 00:00:53,0.3043333333333333,0.985761226725082
25007425,26044,1209000861.0,PIGNONE DENTATO MOD=2 Z=14 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,231.0,4,231.0,231.0,0.0,0.66,3.44,0.12,0.0143333333333333,5.78,1.0,2025-06-05 13:34:51,3.311,1.0389610389610389
24031337,14019,1204360101.0,PC A60-80/O-P90/P112 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,39.0,0,39.0,100.0,0.0,0.64,0.29,0.15,0.0063333333333333,1.97,1.02,2025-06-05 15:07:35,0.247,1.174089068825911
25003317,22044,1203063091.0,PC A41 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,194.0,6,194.0,201.0,0.0,1.25,3.95,0.0,0.0203333333333333,2.01,1.02,2025-06-05 23:07:35,3.9446666666666665,1.0013520365049855
25009365,16017,1089996461.0,PC IM60 A14 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,505.0,5,505.0,1.8,0.0,0.54,4.28,0.21,0.008,44.4,1.02,2025-06-06 13:36:47,4.04,1.0594059405940597
24031333,26044,1202606121.0,PC S25 C12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,27.0,2,27.0,80.0,0.0,0.54,0.72,0.07,0.024,1.17,1.02,2025-06-06 15:26:13,0.648,1.111111111111111
25011030,24044,1207100091.0,PC P71 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,209.0,0,209.0,200.0,0.0,2.15,11.02,2.61,0.0401666666666666,2.7,1.02,2025-06-09 16:26:48,8.394833333333334,1.3127121840814784
25006051,20044,1089930521.0,PS EX20 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,1,0,0,226.0,0,227.0,285.0,0.0,0.63,11.78,0.95,0.0476666666666666,6.18,1.01,2025-06-10 21:31:30,10.820333333333332,1.0886910446381812
25006053,22044,1089930591.0,PS EX10 Z13 IR5.77 PAM,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,298.0,3,298.0,300.0,0.0,0.96,6.74,0.29,0.0215,17.5,1.0,2025-06-11 11:52:40,6.407000000000001,1.0519744029967222
25000864,26044,1201901001.0,PC ID250 USCITA Z=12 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,381.0,0,381.0,1.153,0.0,1.24,7.97,0.0,0.0208333333333333,19.21,1.01,2025-06-11 23:00:31,7.9375,1.0040944881889764
25006191,22044,1089930601.0,PS EX10 Z19 IR4.26 PAM,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,156.0,0,156.0,180.0,0.0,2.15,9.44,0.0,0.0605,2.85,1.01,2025-06-12 19:05:56,9.438,1.0002119093028186
25007157,20044,1203002111.0,PC A35 A11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,290.0,9,290.0,300.0,0.0,2.47,9.83,1.94,0.0271666666666666,2.16,1.02,2025-06-13 13:18:25,7.878333333333333,1.2477258303363656
25012264,22044,1089930531.0,PS EX20 Z25 IR3.48,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,335.0,0,335.0,333.0,0.0,0.75,26.2,7.24,0.0565,7.21,1.02,2025-06-17 00:17:01,18.9275,1.3842292959978866
25001990,22044,1200100261.0,PC 63AP25,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,2,102.0,0,104.0,100.0,0.0,0.95,2.73,0.02,0.026,3.26,1.01,2025-06-18 19:35:12,2.704,1.0096153846153846
25010135,14019,1200100141.0,PC 63AP13,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,40.0,0,40.0,40.0,0.0,1.53,0.74,0.0,0.0185,0.15,1.02,2025-06-18 22:11:43,0.7400000000000001,1.0
25004709,22044,1204000091.0,PC A40 A9 3C,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,75.0,7,75.0,80.0,0.0,1.41,1.24,0.05,0.0158333333333333,0.48,1.02,2025-06-19 08:28:38,1.1874999999999998,1.0442105263157897
25010431,22044,1204000111.0,PC A40 A12A 3C,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,325.0,0,325.0,318.0,0.0,0.45,6.05,0.64,0.0165,5.83,1.01,2025-06-19 15:36:52,5.3625,1.1282051282051282
25003740,22044,1202608091.0,PC S35 A09,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,99.0,0,99.0,100.0,0.0,2.53,6.74,0.92,0.0584999999999999,1.25,1.01,2025-06-20 11:41:54,5.791499999999999,1.1637744971078303
25004072,28044,1202608141.0,PC S35 A13A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,70.0,0,70.0,259.0,0.0,0.08,6.51,0.86,0.0805,2.93,1.02,2025-06-23 16:47:45,5.635,1.15527950310559
25002559,16017,1205500091.0,PC O90 C9,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,50.0,0,50.0,50.0,0.0,1.7,2.48,0.05,0.0483333333333333,1.88,1.0,2025-06-24 00:09:56,2.4166666666666665,1.026206896551724
25012552,16019,1204560096.0,PC A80 C09 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,118.0,0,118.0,120.0,0.0,1.6,1.9,0.38,0.0126666666666666,2.0,1.01,2025-06-24 13:02:53,1.4946666666666666,1.271186440677966
25003615,22044,1204120131.0,PC A40-50/O-P63/P71 A12A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,202.0,1,202.0,200.0,0.0,0.82,4.91,0.21,0.0231666666666666,5.0,1.02,2025-06-24 19:04:43,4.679666666666666,1.049220029916661
25012191,14017,1204360161.0,PC A60-80/O-P90/P112 A16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,75.0,0,75.0,161.0,0.0,0.72,0.52,0.27,0.0063333333333333,3.67,1.02,2025-06-26 11:48:40,0.475,1.0947368421052632
25003742,16019,1202610191.0,PC S35 C18A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,1,1,0,60.0,0,62.0,63.0,0.0,0.32,0.54,0.0,0.0088333333333333,2.36,1.01,2025-06-26 14:03:11,0.5476666666666666,0.9860012172854536
25004900,16019,1202610111.0,PC S35 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,102.0,0,102.0,110.0,0.0,0.21,0.82,0.0,0.008,3.12,1.01,2025-06-26 16:36:37,0.8160000000000001,1.0049019607843137
25012090,14017,1201901031.0,PC ID125 USCITA Z=12 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,392.0,2,392.0,624.0,0.0,0.36,2.24,0.72,0.0038333333333333,6.03,1.02,2025-06-27 07:05:31,1.5026666666666668,1.4906832298136643
25011768,16019,1204400161.0,PC A60 B16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,179.0,3,179.0,180.0,0.0,0.45,1.93,0.0,0.0106666666666666,2.49,1.02,2025-06-27 20:14:17,1.909333333333333,1.0108240223463687
25010137,24044,1207300181.0,PC P90 C18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,48.0,0,48.0,40.0,0.0,1.66,5.48,0.36,0.1063333333333333,1.53,1.01,2025-06-30 14:13:48,5.104,1.073667711598746
25003636,22044,1204600151.0,PC A100 A15,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,53.0,1,53.0,50.0,0.0,0.49,1.82,0.0,0.0343333333333333,1.25,1.51,2025-06-30 16:42:16,1.8196666666666668,1.0001831837332844
25010037,22044,1204120101.0,PC A40-50/O-P63/P71 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,235.0,0,235.0,200.0,0.0,0.91,6.82,1.78,0.0213333333333333,1.56,1.01,2025-07-01 15:09:43,5.013333333333333,1.360372340425532
25007910,22044,1089930581.0,PS EX10 Z10 IR7.2 PAM,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,1,0,200.0,1,201.0,247.0,0.0,0.02,5.66,0.0,0.0281666666666666,2.96,1.02,2025-07-01 21:56:06,5.6615,0.9997350525479112
25010067,24044,1207300111.0,PC P90 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,1,0,0,410.0,4,411.0,415.0,0.0,1.34,23.82,3.69,0.0488333333333333,6.99,1.02,2025-07-03 17:56:25,20.0705,1.1868164719364245
25015243,24044,1083003421.0,ALBERO MOTORE GR71 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,458.0,0,458.0,323.0,0.0,2.46,21.08,6.88,0.0308333333333333,8.08,1.0,2025-07-07 09:12:22,14.121666666666666,1.49274164994689
25015339,24044,1083003421.0,ALBERO MOTORE GR71 A12B AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,2,0,0,443.0,0,445.0,454.0,0.0,0.25,14.42,2.3,0.0271666666666666,11.35,1.0,2025-07-08 00:06:29,12.089166666666666,1.1928034741848763
25003789,16019,1089937161.0,PSEX10Z13IR5.77XRMI70N*****OBS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,113.0,0,113.0,122.0,0.0,0.5,0.81,0.36,0.0038333333333333,1.53,1.01,2025-07-10 00:29:25,0.4331666666666667,1.8699499807618316
23008355,18019,1089938801.0,PSEX20Z13IR5.77XRMI85******OBS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,58.0,0,58.0,60.0,0.0,0.58,0.89,0.0,0.0153333333333333,2.51,1.01,2025-07-10 11:48:59,0.8893333333333334,1.0007496251874062
25005041,24044,1200300161.0,PC 63CP16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,442.0,0,442.0,516.0,0.0,1.14,17.75,5.92,0.0266666666666666,6.45,1.01,2025-07-11 14:52:24,11.786666666666669,1.5059389140271493
25007598,22044,1200100171.0,PC 63AP16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,34.0,0,34.0,30.0,0.0,1.02,0.72,0.16,0.016,0.7,1.01,2025-07-14 17:49:59,0.544,1.3235294117647058
25006187,24044,1207200161.0,PC P90 B16,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,439.0,0,439.0,520.0,0.0,1.42,23.84,6.39,0.0396666666666666,15.86,1.02,2025-07-16 10:07:57,17.413666666666664,1.369039643192129
25008148,22044,1204240131.0,PC A50-60/O-P71/P90 A12A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,284.0,17,284.0,301.0,0.0,0.98,3.38,0.0,0.0118333333333333,2.56,1.02,2025-07-16 17:26:52,3.3606666666666665,1.0057528268200755
25007191,20044,1089930571.0,PS EX10 Z25 IR3.48,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,12,0,213.0,0,225.0,200.0,0.0,0.8,11.07,1.43,0.0426666666666666,8.37,1.5,2025-07-17 22:19:02,9.6,1.1531250000000002
25012090,22044,1201901031.0,PC ID125 USCITA Z=12 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,609.0,10,609.0,624.0,0.0,0.27,10.9,3.07,0.0128333333333333,4.37,1.02,2025-07-21 21:39:57,7.8155,1.394664448851641
25002936,14019,1204480181.0,PC A80-100/O-P112/P132 A18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,103.0,0,103.0,122.0,0.0,1.13,0.95,0.17,0.0075,2.64,1.01,2025-07-22 00:27:08,0.7725000000000001,1.2297734627831711
25011445,16017,1089995231.0,PC GM2000 A16 *15X30 AS,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,93.0,0,93.0,101.0,0.0,0.35,0.76,0.0,0.0081666666666666,3.79,1.02,2025-07-22 10:10:26,0.7595,1.000658327847268
25016069,16019,1204320126.0,PC A50 C12 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,194.0,0,194.0,201.0,0.0,0.24,2.66,0.0,0.0136666666666666,3.55,1.02,2025-07-22 14:19:25,2.651333333333333,1.0032687955745538
25015756,16019,1207900111.0,PC P63 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,125.0,0,125.0,131.0,0.0,0.0,0.76,0.0,0.006,2.19,1.0,2025-07-22 15:42:36,0.75,1.0133333333333334
25011748,14017,1204120151.0,PC A40-50/O-P63/P71 A15,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,274.0,1,274.0,276.0,0.0,0.74,1.19,0.0,0.0043333333333333,2.3,1.02,2025-07-22 17:56:50,1.1873333333333334,1.0022459292532284
25003830,16019,1204560116.0,PC A80 C11 N,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,204.0,0,204.0,205.0,0.0,0.53,4.63,0.07,0.0221666666666666,10.25,1.02,2025-07-23 08:26:00,4.522,1.0238832375055285
25015727,20044,1089930281.0,PS EX50 Z15 IR6.2,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,155.0,4,155.0,160.0,0.0,1.21,6.72,0.54,0.0398333333333333,0.0,0.0,2025-07-23 17:44:52,6.174166666666667,1.0884059927115668
25013756,14017,1200700151.0,PC 90 AP15,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,349.0,0,349.0,350.0,0.0,0.94,1.27,0.04,0.0035,2.45,1.02,2025-07-23 22:14:51,1.2215,1.0397052803929594
25014329,16017,1089920151.0,PC PL45 C13,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,98.0,0,98.0,101.0,0.0,0.0,0.88,0.42,0.0045,1.69,1.01,2025-07-24 00:07:10,0.441,1.9954648526077092
25011718,26044,1089917121.0,PC RX 704 OV1 C22 AS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,32.0,1,32.0,30.0,0.0,1.54,2.32,0.63,0.052,0.0,0.0,2025-07-24 11:04:04,1.664,1.394230769230769
25003789,26044,1089937161.0,PSEX10Z13IR5.77XRMI70N*****OBS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,122.0,2,122.0,122.0,0.0,0.74,2.19,0.1,0.017,1.18,1.02,2025-07-24 14:06:50,2.0740000000000003,1.055930568948891
25008470,14019,1200100131.0,PC 63AP12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,59.0,0,59.0,61.0,0.0,0.57,0.32,0.11,0.0033333333333333,0.76,1.01,2025-07-24 19:36:11,0.1966666666666666,1.6271186440677965
25012379,14019,1200100141.0,PC 63AP13,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,56.0,0,56.0,61.0,0.0,1.02,0.25,0.0,0.0043333333333333,0.23,1.02,2025-07-24 21:11:30,0.2426666666666666,1.0302197802197803
25011773,14019,1203004101.0,PC A35 C09A,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,84.0,0,84.0,100.0,0.0,0.33,0.32,0.0,0.0038333333333333,1.25,1.0,2025-07-25 00:31:42,0.322,0.9937888198757764
25007413,22044,1204000141.0,PC A40 A14 3C,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,442.0,2,442.0,446.0,0.0,1.29,11.98,1.32,0.024,2.98,1.01,2025-07-28 07:11:36,10.608,1.1293363499245852
25015758,20044,1203002141.0,PC A35 A12A,43,642.0,Prod.Dir.Rettifica Prof.Ingr.,643.0,43,43: KOEPFER 160/2,0,0,0,53.0,0,53.0,50.0,0.0,0.77,0.97,0.09,0.0166666666666666,1.25,1.01,2025-07-28 10:05:56,0.8833333333333333,1.0981132075471698
25007189,16019,1203063111.0,PC A41 C11,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,618.0,0,618.0,627.0,0.0,0.61,2.84,0.25,0.0041666666666666,3.46,1.02,2025-07-28 14:34:01,2.575,1.102912621359223
25011852,14019,1203004161.0,PC A35 C16,43,641.0,Prod.Dir.Dentatura Ingranaggi,643.0,43,43: KOEPFER 160/2,0,0,0,100.0,0,100.0,101.0,0.0,0.25,0.46,0.0,0.0045,1.69,1.0,2025-07-28 15:22:38,0.45,1.022222222222222
25010545,16017,1207200121.0,PC P90 B12,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,613.0,0,613.0,1.0,0.0,0.26,3.35,0.39,0.0048333333333333,9.33,1.02,2025-07-28 19:32:51,2.9628333333333328,1.1306744670079318
25006189,18019,1202600101.0,PC S45 A10,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,44.0,0,44.0,50.0,0.0,0.75,0.47,0.17,0.0068333333333333,0.42,1.01,2025-07-30 09:20:08,0.3006666666666666,1.563192904656319
25014824,22044,1089930581.0,PS EX10 Z10 IR7.2 PAM,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,219.0,0,219.0,221.0,0.0,0.61,9.61,1.51,0.0368333333333333,2.65,1.02,2025-07-30 20:32:13,8.066500000000001,1.1913469286555505
25015902,20044,1089930521.0,PS EX20 Z19 IR4.26,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,430.0,0,430.0,432.0,0.0,0.75,33.77,2.51,0.0726666666666666,9.36,1.01,2025-08-25 22:20:38,31.24666666666667,1.08075528056326
23008355,28044,1089938801.0,PSEX20Z13IR5.77XRMI85******OBS,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,61.0,0,61.0,60.0,0.0,0.89,2.44,0.12,0.0443333333333333,2.65,1.51,2025-08-26 10:24:00,2.704333333333333,0.9022556390977444
25003660,24044,1207500181.0,PC P112 B18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,40.0,0,40.0,40.0,0.0,1.39,5.32,0.47,0.1515,0.83,1.02,2025-08-26 16:04:08,6.06,0.877887788778878
25001989,22044,1200100191.0,PC 63AP18,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,141.0,0,141.0,150.0,0.0,0.97,5.54,0.8,0.0334999999999999,1.25,1.02,2025-08-27 14:54:35,4.7235,1.1728591087117604
25017287,22044,1200400241.0,PC 80 AP24,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,3,0,27.0,2,30.0,31.0,0.0,0.96,1.91,0.56,0.0445,0.77,1.01,2025-08-27 17:29:39,1.335,1.430711610486891
25001685,14019,1200100161.0,PC 63AP15,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,104.0,0,104.0,101.0,0.0,0.63,1.23,0.57,0.0063333333333333,1.43,1.01,2025-08-27 19:57:44,0.6586666666666666,1.8674089068825912
25014804,20044,1089930661.0,PS EX30 Z30 IR3.6,43,643.0,Prod.Dir.Dentatura/Skiving,643.0,43,43: KOEPFER 160/2,0,0,0,36.0,0,36.0,172.0,0.0,2.33,5.37,1.68,0.1118333333333333,6.16,1.51,2025-08-28 14:39:26,4.026,1.3338301043219076
